original_title,vote_average,vote_count
Daddy's Deadly Darling,4.0,7.0
Sho o suteyo machi e deyou,8.0,6.0
The Second Best Exotic Marigold Hotel,6.3,277.0
Home at Seven,5.8,4.0
Love and Bullets,7.1,6.0
Piggy,5.2,16.0
Ugly,7.2,19.0
Si Ren Ding Zhi,5.4,6.0
Hank and Asha,4.0,2.0
Thank You a Lot,0.0,0.0
Le party,7.5,2.0
Legalese,4.0,1.0
Little Sister,4.0,3.0
Lightbulb,5.3,25.0
JFK: The Smoking Gun,0.0,1.0
The Legend of Bloody Jack,3.8,3.0
Ciakmull - L'uomo della vendetta,6.0,2.0
Charleston,5.3,10.0
Trinità & Bambino... e adesso tocca a noi,0.0,0.0
A mezzanotte va la ronda del piacere,6.0,2.0
"Certo, certissimo, anzi... probabile",0.0,0.0
I protagonisti,5.0,1.0
Bachelor Party Vegas,5.0,18.0
飢餓海峡,7.5,7.0
A Blank on the Map,0.0,0.0
Cool Breeze,6.0,3.0
Arabian Adventure,5.8,8.0
Fear in the Night,6.7,6.0
Twins of Evil,6.8,33.0
The Hellfire Club,0.0,1.0
Sword of Sherwood Forest,5.4,7.0
The Masks of Death,6.5,2.0
Vuonna 85,6.1,4.0
"Tel père, telle fille",3.8,4.0
George Carlin: It's Bad for Ya!,8.1,33.0
La poison,5.1,7.0
Pardonnez-moi,7.0,7.0
Papa,6.1,11.0
Letters From a Killer,5.0,22.0
Je m'appelle Elisabeth,5.5,2.0
Ikke naken,5.0,2.0
송환,5.0,1.0
Slingshot Hip Hop,9.0,2.0
Island,5.5,2.0
Parked,6.7,18.0
Täcknamn Coq Rouge,5.8,5.0
So Ends Our Night,6.0,1.0
66 scener fra Amerika,7.0,3.0
Jimi Hendrix: Hear My Train A Comin',6.6,12.0
Mort d'un pourri,6.2,15.0
The Third Reich: The Rise & Fall,9.0,4.0
Ismael,5.9,16.0
Tracers,5.9,437.0
"McFarland, USA",7.4,216.0
Un fiocco nero per Deborah,0.0,0.0
We Always Lie to Strangers,5.0,1.0
Kids for Cash,6.9,27.0
Bomber,6.0,3.0
Missionary,5.1,7.0
狼图腾,6.4,137.0
Urban Warriors,0.0,0.0
Prega il morto e ammazza il vivo,3.6,4.0
Terza ipotesi su un caso di perfetta strategia criminale,6.0,1.0
Un buco in fronte,0.0,0.0
Arnold,4.8,3.0
La momia azteca contra el robot humano,2.8,10.0
The Forgotten Woman,0.0,0.0
My Own Man,7.3,3.0
The Lazarus Effect,5.1,517.0
The Walking Hills,4.8,4.0
Jat go zi tau di daan sang,5.0,1.0
Assa,6.8,11.0
Los Flamencos,6.5,3.0
L'amico del cuore,6.3,12.0
Così è la vita,7.5,206.0
Chiedimi se sono felice,7.5,273.0
Cose da pazzi,6.9,25.0
El hombre de Río Malo,4.0,7.0
La última señora Anderson,6.3,2.0
La vida sigue igual,5.5,7.0
Unfinished Business,5.0,322.0
Bogowie,7.9,38.0
Mutantes,4.0,3.0
La French,7.1,259.0
La colmena,7.2,9.0
Unchained,0.0,0.0
The Children of Sanchez,6.0,2.0
Gli esecutori,6.2,3.0
I violenti di Roma bene,6.0,1.0
La polizia è al servizio del cittadino?,6.8,2.0
Sono stato un agente C.I.A.,0.0,0.0
Jacky au royaume des filles,5.5,47.0
ДухLess,5.5,25.0
Arc,6.0,4.0
Chronic Town,0.0,0.0
攻殻機動隊ARISE border : 1 Ghost Pain,7.1,50.0
About Alex,6.3,60.0
Lua de Cristal,5.6,16.0
Dhobi Ghat,6.7,18.0
रान्झाना,6.3,34.0
Casbah,5.5,2.0
Nye scener fra Amerika,8.0,1.0
The Adventurers,6.5,1.0
La voce della luna,6.7,10.0
Whitey: United States of America v. James J. Bulger,6.3,28.0
Spare Parts,6.6,65.0
Bikes vs Cars,7.7,3.0
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,6.4,27.0
Konferenz der Tiere,5.5,94.0
Urmel voll in Fahrt,7.1,9.0
Tom and Jerry: The Lost Dragon,6.4,8.0
Voyage à travers l'impossible,7.1,32.0
Capturing Mary,6.0,6.0
Płynące wieżowce,5.8,22.0
Plastic Paradise: The Great Pacific Garbage Patch,6.2,6.0
Falcon Rising,5.6,72.0
この広い空のどこかに,5.0,1.0
Old Man Drinking a Glass of Beer,5.0,4.0
Dickson Greeting,4.8,13.0
To Write Love on Her Arms,6.8,48.0
Simon Werner a disparu,5.7,12.0
Les Beaux Jours,5.6,10.0
マルドゥック・スクランブル 燃焼,6.4,17.0
"Mia moglie, un corpo per l'amore",0.0,0.0
"Gardenia, il giustiziere della mala",0.0,0.0
Porci con la P.38,0.0,0.0
"Ciak, si Muore",0.0,0.0
Ordine firmato in bianco,0.0,0.0
Il cappotto di legno,0.0,0.0
Il fiore dai petali d'acciaio,7.0,2.0
Le ultime ore di una vergine,0.0,0.0
Moving Alan,0.0,0.0
Papusza,7.6,4.0
Un urlo dalle tenebre,4.0,1.0
のぼうの城,5.9,4.0
En terrains connus,6.5,2.0
Club Sandwich,5.4,9.0
Jogo de Cena,7.4,14.0
Rings,5.4,32.0
Walang alaala ang mga paru-paro,8.5,2.0
El dependiente,8.8,4.0
Nazareno Cruz y el lobo,7.0,2.0
Bestiaire,7.5,2.0
Carcasses,7.7,3.0
El escarabajo de oro,0.0,0.0
Independencia,5.0,2.0
Autohystoria,6.5,2.0
La Morte Rouge,5.5,2.0
Sacro GRA,5.7,17.0
Gimme the Loot,6.3,10.0
Run All Night,6.3,1169.0
Event 15,4.7,20.0
Убийцы,6.3,16.0
Asthma,6.5,26.0
Refuge,6.4,5.0
Melody,7.4,13.0
Assassin,3.8,13.0
Rich Hill,7.6,23.0
Our Vinyl Weighs a Ton: This Is Stones Throw Records,6.8,10.0
La regina dei tartari,0.0,0.0
Agente 077 missione Bloody Mary,0.0,0.0
Password: Uccidete agente Gordon,0.0,0.0
Come rubare la corona d'Inghilterra,1.0,1.0
Le scomunicate di San Valentino,5.2,5.0
L'uomo che sfidò l'organizzazione,0.0,0.0
Broken Blossoms,5.0,1.0
Rio,5.0,1.0
The Lodger,6.0,13.0
Guest in the House,3.1,4.0
Singapore,5.9,4.0
The Diamond Queen,0.0,0.0
STAND BY ME ドラえもん,7.0,103.0
Saints and Soldiers: The Void,5.2,22.0
Little Deaths,4.8,25.0
Mo,7.3,14.0
Found,6.3,43.0
Late Phases,5.6,85.0
Thanatomorphose,5.9,12.0
Zinda Laash,4.0,1.0
Digging Up the Marrow,5.6,62.0
Clown,5.3,372.0
Pauline détective,4.9,18.0
Kingdom of Shadows,7.0,1.0
Des roses en hiver,6.5,1.0
Des fleurs pour Algernon,7.1,6.0
Darling,6.5,10.0
Memory Lane,5.0,2.0
Camille redouble,6.0,62.0
Road Hard,6.6,8.0
Mamula,4.0,22.0
Cinderella,6.7,2426.0
Frozen Fever,6.9,630.0
Lost for Life,5.6,8.0
Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,7.0,1.0
Avis de mistral,6.5,84.0
Kidnapping Mr. Heineken,5.8,193.0
The Drop Box,6.2,5.0
The Cobbler,5.5,565.0
Crazy Beautiful You,7.0,2.0
California Dreaming,4.5,4.0
The Angels Wash Their Faces,5.0,1.0
Beloved Enemy,6.3,2.0
Blue Collar Comedy Tour: One for the Road,6.8,6.0
Carry On Cowboy,6.1,30.0
Chubasco,0.0,0.0
Dead End,4.2,8.0
Dead on Course,5.3,2.0
Not So Dumb,3.5,2.0
Gidget Goes Hawaiian,4.6,4.0
Après le sud,4.5,4.0
Heat Wave,0.0,0.0
The House Across the Lake,6.0,2.0
Heaven Is a Playground,6.5,2.0
Meleğin Düşüşü,5.0,1.0
Illegally Yours,4.0,3.0
Jailbait!,4.7,3.0
Jailbait,0.0,0.0
Lady from Louisiana,5.1,5.0
My Teacher's Wife,5.6,9.0
이웃사람,6.9,9.0
Oliver's Story,5.1,9.0
Five Days,5.9,4.0
Patty Hearst,5.0,10.0
Picture Mommy Dead,5.0,1.0
Platoon Leader,5.3,9.0
Shadow on the Wall,7.0,3.0
The Dark Knight,6.3,2.0
Standoff,4.8,5.0
Take Care,5.6,30.0
That Gal...Who Was in That Thing: That Guy 2,7.0,1.0
The Case of the Stuttering Bishop,5.5,1.0
The Case of the Velvet Claws,7.0,1.0
The Discoverers,5.8,4.0
The Gambler and the Lady,5.5,3.0
The Half-Breed,0.0,0.0
The Hollow,4.6,10.0
Don't Let Him In,3.7,22.0
The Life and Mind of Mark DeFriest,8.5,2.0
They Rode West,3.8,4.0
大小黄天霸,6.2,3.0
Two of a Kind,6.3,4.0
Hotell,6.1,14.0
Alphabet,6.3,4.0
Drevo,0.0,0.0
Boj za,8.0,2.0
Pot v raj,5.0,1.0
Dyke Hard,4.5,2.0
The Strength of Water,6.5,2.0
Toiset tytöt,0.0,0.0
A Bright Shining Lie,6.1,7.0
Grizzly,4.9,26.0
Circus Fantasticus,8.5,2.0
Wolfsburg,6.5,8.0
冰毒,7.8,4.0
Costa da Morte,6.9,5.0
Bill Hicks: Sane Man,8.2,13.0
The Harry Hill Movie,3.8,10.0
The Wrecking Crew,7.3,26.0
Tribulation,4.5,2.0
Chi l'ha vista morire?,6.4,9.0
India's Daughter,8.3,13.0
Kill Speed,3.7,9.0
8 Minutes Idle,5.4,7.0
Absolute Aggression,1.0,1.0
Mr. Pip,6.0,21.0
Mega Piranha,3.0,52.0
Men in White,2.5,2.0
Mavro livadi,5.7,6.0
Contract Killers,5.0,2.0
Magnifica presenza,6.6,63.0
Fétiche,7.3,11.0
Το μετέωρο βήμα του πελαργού,7.3,3.0
Transmorphers,2.2,22.0
À travers la forêt,6.0,3.0
劇場版 カードキャプターさくら 封印されたカード,8.0,24.0
The Linguists,8.0,2.0
Il gatto dagli occhi di giada,6.7,3.0
A Rumor Of War,0.0,1.0
Trackdown,0.0,0.0
Outrage,5.2,3.0
Hell Is a City,5.8,7.0
Kronjuvelerna,5.6,7.0
Perfect Friday,6.9,5.0
Pieces of Dreams,0.0,0.0
Devil's Angels,6.7,3.0
The Time Guardian,4.6,8.0
Patrick,4.6,63.0
Rubinrot,6.6,330.0
The Coconut Revolution,0.0,0.0
Poltergeist,5.0,924.0
Pan,5.9,979.0
While We're Young,5.8,387.0
Michael Laudrup - en Fodboldspiller,6.0,1.0
Among the Living,5.4,4.0
The Pentagon Papers,6.0,8.0
The Boy,5.7,58.0
Filip & Fredrik presenterar Trevligt folk,9.0,2.0
Cirkeln,5.5,34.0
Baby Snakes,8.3,2.0
Suite Française,7.1,284.0
The Concert for Bangladesh,7.1,5.0
Кухня в Париже,6.5,16.0
I Walk Alone,6.2,11.0
Too Late for Tears,6.7,13.0
Sitting Target,7.2,6.0
The Infinite Man,5.9,13.0
Insurgent,6.2,3921.0
Dum Laga Ke Haisha,7.1,28.0
Simon och ekarna,6.3,11.0
Big Game,5.3,387.0
La vérité si je mens !,6.3,98.0
Laissons Lucie faire !,6.0,1.0
Vénus et Fleur,4.7,3.0
Peur sur la ville,6.8,24.0
ベルセルク 黄金時代篇II ドルドレイ攻略,7.2,67.0
ベルセルク 黄金時代篇I 覇王の卵,7.1,105.0
ベルセルク 黄金時代篇III 降臨,7.4,58.0
Hippocrate,6.3,150.0
The Tenant of Wildfell Hall,7.0,3.0
I taket lyser stjärnorna,6.9,5.0
The Amazing Screw-On Head,8.0,8.0
Home,6.8,1539.0
The Brave Little Toaster Goes to Mars,5.8,12.0
Flying Home,5.9,82.0
B+ Jing Taam,6.5,11.0
Henry VIII and His Six Wives,7.4,5.0
I giorni contati,7.0,2.0
"Congratulations, It's a Boy!",0.0,0.0
Thief,0.0,0.0
The Hunt for the Unicorn Killer,5.5,4.0
Get Christie Love!,5.5,2.0
Where the Lilies Bloom,5.3,2.0
Shark Kill,10.0,1.0
21 Hours at Munich,5.0,2.0
One in a Million: The Ron LeFlore Story,5.5,3.0
Secrets of a Married Man,5.0,1.0
Something Wicked,4.6,16.0
Midnight Special,6.2,705.0
The Gunman,5.5,397.0
The Disappearance of Eleanor Rigby: Her,6.6,61.0
The Disappearance of Eleanor Rigby: Him,6.6,72.0
The Color of Time,4.4,8.0
Itinéraire d'un enfant gâté,7.6,23.0
Escobar: Paradise Lost,6.1,281.0
Joe Hill,4.9,6.0
Maid in Sweden,4.2,8.0
The Corpse,4.5,4.0
Face-Off,5.5,3.0
Addio zio Tom,6.5,11.0
Baby,6.4,49.0
Der Kreis,7.9,9.0
Southern Baptist Sissies,10.0,1.0
乱暴と待機,6.7,5.0
Jongens,7.5,122.0
Praia do Futuro,6.4,31.0
Sal,4.0,3.0
Furious 7,7.3,4253.0
Unfriended,5.5,1092.0
Master of the Universe,6.9,14.0
貞子3D,5.9,18.0
Backcountry,5.8,159.0
劇場版「空の境界」第五章 矛盾螺旋,8.1,15.0
The No Mercy Man,5.7,3.0
Au Pair Girls,4.5,2.0
Popsy Pop,0.0,0.0
The Happy Hooker,5.3,3.0
"Little Girl, Big Tease",0.0,0.0
Mako: The Jaws of Death,5.0,1.0
Delta Force 3: The Killing Game,2.5,9.0
Slumber Party '57,0.0,0.0
Schizoid,5.8,8.0
מבצע יונתן,6.7,3.0
Muck,3.5,35.0
We Are Still Here,5.6,191.0
The Final Girls,6.6,371.0
The Happy Hooker Goes To Washington,5.1,4.0
Sam's Song,5.5,2.0
Gas Pump Girls,5.8,5.0
The Godsend,5.4,13.0
Hot T-Shirts,1.0,1.0
Lunar Cop,3.8,4.0
Hospital Massacre,5.3,16.0
Eskimo Limon,6.6,12.0
New Year's Evil,5.6,12.0
Body and Soul,1.5,2.0
A Man Called Sarge,2.0,1.0
Nana,4.7,3.0
Bolero,3.4,23.0
Ghosts Can't Do It,2.5,4.0
Robotech: The Movie,4.0,1.0
Chain of Command,5.0,1.0
The Fruit Machine,6.3,4.0
The Whisperer in Darkness,6.7,32.0
Mata Hari,3.5,5.0
Beauty and the Beast,6.5,14.0
Sleeping Beauty,7.4,6.0
Crack House,0.0,0.0
The Fourth War,5.3,9.0
River of Death,4.1,9.0
Wild 90,5.0,1.0
Maidstone,5.0,1.0
Midnight Ride,8.0,2.0
Street Knight,7.0,5.0
The Stud,5.0,6.0
The Naked Cage,5.5,2.0
No Place to Hide,5.0,2.0
Rescue Me,5.1,6.0
Dancers,4.0,1.0
Fifty/Fifty,7.3,4.0
When the Whales Came,6.7,3.0
Spring,6.5,186.0
Power/Rangers,7.2,123.0
Julie Darling,8.0,2.0
The Birthday Party,5.6,4.0
Pas son genre,6.2,52.0
Mall,4.8,27.0
Brothers on the Line,0.0,0.0
Beat the Drum,7.6,5.0
Severe Clear,5.5,2.0
"Guru, The Mad Monk",5.0,3.0
Monaco Forever,2.8,5.0
Cymbeline,3.5,40.0
Gorila se kupa u podne,6.8,2.0
Trapped in Space,3.5,7.0
Doppelgänger Paul,0.0,0.0
Spiders 2: Breeding Ground,4.2,15.0
McCinsey's Island,3.3,4.0
The Last Chase,3.8,6.0
Petals on the Wind,6.2,56.0
Mr. Troop Mom,3.8,4.0
Balloon Farm,3.5,4.0
Ve stínu,5.7,12.0
Savage Weekend,4.9,8.0
The Comeback,6.0,6.0
Schizo,6.7,5.0
House of Mortal Sin,6.9,11.0
Frightmare,6.9,10.0
House of Whipcord,6.2,14.0
The Flesh and Blood Show,4.8,5.0
Songs She Wrote About People She Knows,0.0,0.0
Guter Junge,0.0,0.0
Child 44,6.1,565.0
Killer Crocodile,6.6,7.0
The Conrad Boys,5.3,9.0
Musikanten,7.5,1.0
"Et soudain, tout le monde me manque",5.7,29.0
Promises in the Dark,0.0,0.0
Champions,6.0,3.0
George Carlin: Life Is Worth Losing,8.1,18.0
Легенда №17,6.9,31.0
Любовь и голуби,6.9,20.0
O Dia Que Durou 21 Anos,8.0,1.0
Viudas,4.5,4.0
Santo vs. las lobas,0.0,0.0
Rückenwind,5.6,5.0
A Little Chaos,6.0,250.0
Au nom du fils,5.9,6.0
Masumiyet,8.6,8.0
Bill W.,5.0,1.0
La belle histoire,8.0,2.0
仁義なき戦い 広島死闘篇,7.7,12.0
仁義なき戦い 代理戦争,7.2,11.0
仁義なき戦い 完結篇,6.8,10.0
仁義なき戦い 頂上作戦,6.1,9.0
Ballermann 6,4.2,11.0
La polizia ringrazia,7.5,2.0
Get Hard,5.9,961.0
Hellgate,4.8,10.0
Aziz Ansari: Live at Madison Square Garden,7.0,47.0
The Intruders,4.7,46.0
Filmistaan,7.0,3.0
That Sugar Film,6.5,61.0
The Brass Legend,7.0,2.0
Come te nessuno mai,5.5,31.0
Mara und der Feuerbringer,5.5,13.0
La liga no es cosa de hombres,0.0,0.0
Stargate SG-1: Children of the Gods - Final Cut,6.9,67.0
Die Weihnachtsklempner,0.0,0.0
Dinotopia: Quest for the Ruby Sunstone,6.0,5.0
Neues vom Wixxer,6.3,33.0
Santa's Apprentice,4.9,6.0
Vollidiot,4.3,25.0
20 Years After,2.8,20.0
Growing Up and Other Lies,4.0,4.0
Ronal Barbaren,6.2,95.0
Sex Up - ich könnt' schon wieder,6.4,4.0
Du hast es versprochen,5.3,16.0
Jesus liebt mich,5.1,22.0
Mount St. Elias,5.7,3.0
Süperseks,0.0,0.0
Benjamin Blümchen - Seine schönsten Abenteuer,0.0,0.0
Cinderella III: A Twist in Time,6.0,244.0
Playground,0.0,0.0
"Hui Buh, das Schlossgespenst",5.0,48.0
"Der kleine Eisbär - Neue Abenteuer, neue Freunde",6.0,3.0
"Mädchen, Mädchen 2 - Loft oder Liebe",4.4,13.0
Jonas,5.4,12.0
"Mickey, Donald, Goofy: The Three Musketeers",6.3,162.0
Rudolph the Red-Nosed Reindeer: The Movie,5.8,35.0
Russendisko,5.5,30.0
Saving Santa,5.1,30.0
Vergiss mein nicht,7.1,7.0
Lucky Luke: La Ballade des Dalton,6.8,17.0
Le Cerveau,7.1,37.0
Casper's Haunted Christmas,5.0,42.0
Die furchtlosen Vier,5.5,4.0
A House of Secrets: Exploring 'Dragonwyck',0.0,0.0
Die Nacht der lebenden Loser,5.1,19.0
La Planque,7.9,4.0
La Première étoile,5.6,58.0
Siegfried,3.7,12.0
Superstar Goofy,4.8,4.0
어깨너머의 연인,3.0,1.0
Erkan & Stefan gegen die Mächte der Finsternis,4.1,8.0
Erkan & Stefan in Der Tod kommt krass,3.8,8.0
Flodder 3,5.3,18.0
Tom and Jerry: A Nutcracker Tale,6.5,12.0
Kleines Arschloch - Der Film,4.7,17.0
Manta - Der Film,3.9,9.0
Mädchen Mädchen!,4.9,20.0
Mein Führer - Die wirklich wahrste Wahrheit über Adolf Hitler,5.2,24.0
Halt auf freier Strecke,6.3,12.0
Voll Normaaal,5.0,14.0
Werner - Das muss kesseln!!!,5.7,18.0
Werner - Volles Rooäää!!!,4.8,22.0
What a Man,5.5,51.0
7 Zwerge - Der Wald ist nicht genug,4.9,44.0
The Fat Spy,2.5,4.0
"Die Bademeister – Weiber, saufen, Leben retten",2.8,3.0
Knallharte Jungs,4.1,26.0
"Manta, Manta",4.9,26.0
Oscar et la dame Rose,6.7,26.0
Por un puñado de besos,5.4,10.0
Vietnam in HD,8.1,6.0
WWII IN HD,6.0,4.0
Phoenix,6.4,147.0
Parallels,6.2,148.0
پرده,7.4,5.0
Gentlemen,6.0,3.0
En chance til,6.7,42.0
El misterio de la felicidad,6.3,5.0
Dead Rising,5.0,143.0
A Dream of Kings,4.5,2.0
A Man to Remember,0.0,0.0
App,4.8,29.0
Arrow In The Dust,5.2,3.0
Blueberry Hill,5.0,1.0
Piggy Banks,5.0,5.0
Calling Dr. Kildare,4.5,2.0
Copper Canyon,4.6,6.0
Standby,6.6,14.0
New Year's Day,5.5,2.0
О чём говорят мужчины,7.6,46.0
Dreiviertelmond,5.3,7.0
Harte Jungs,4.5,26.0
Werner - Gekotzt wird später!,5.4,11.0
Brother Bear 2,6.3,318.0
Schule,5.5,20.0
Staplerfahrer Klaus - Der erste Arbeitstag,8.1,43.0
Kein Bund für's Leben,5.4,10.0
"Feuer, Eis & Dosenbier",4.4,7.0
해적: 바다로 간 산적,6.4,45.0
Rentun Ruusu,6.6,5.0
Innocence,4.3,13.0
Southside 1-1000,5.0,1.0
The Judge Steps Out,0.0,0.0
一個人的武林,6.5,117.0
Last Flight Out,0.0,0.0
Heat,5.2,5.0
Superdome,0.0,0.0
Hurricane,6.0,1.0
"Vizi privati, pubbliche virtù",5.5,8.0
The Odd Angry Shot,7.3,6.0
Breaking Point,4.0,3.0
Deep Space,3.8,4.0
Dollar for the Dead,5.3,2.0
Le Couteau dans la plaie,6.5,1.0
"Go West, Young Lady",7.0,1.0
In God We Tru$t,5.8,8.0
Law and Order,6.7,3.0
Cattle Annie and Little Britches,5.7,3.0
Off the Minnesota Strip,0.0,0.0
Lost in a Harem,5.6,4.0
Somebody Killed Her Husband,7.5,2.0
My Sweet Charlie,0.0,0.0
A Covenant with Death,7.0,1.0
My Blood Runs Cold,0.0,0.0
Six Days in Roswell,8.0,1.0
Patrick,6.1,27.0
Apache Blood,0.0,1.0
Rhubarb,4.2,3.0
Sabrina the Teenage Witch,5.2,56.0
Safe at Home!,4.5,2.0
Shadowheart,5.2,3.0
The Good Old Boys,5.4,5.0
The Great Man Votes,6.5,1.0
The Rig,3.8,31.0
The Unknown Cyclist,5.0,1.0
The Young Rajah,0.0,0.0
Thunderhead - Son of Flicka,0.0,1.0
Dear Murderer,5.5,6.0
내가 살인범이다,7.0,57.0
모비딕,7.1,9.0
Kill Me Three Times,5.5,171.0
Underwater Dreams,5.0,1.0
るろうに剣心　伝説の最期編,7.5,99.0
るろうに剣心 京都大火編,7.4,113.0
Walter,5.3,26.0
The Atticus Institute,5.6,143.0
The Last Will and Testament of Rosalind Leigh,5.0,47.0
黄飞鸿之英雄有梦,6.4,34.0
Winnetou und sein Freund Old Firehand,5.5,13.0
Kristy,5.9,115.0
大茶飯,6.1,10.0
The Houses October Built,5.5,97.0
La cueva,5.2,34.0
Preservation,4.8,79.0
Christmas at Cartwright's,5.8,10.0
Altar,4.7,49.0
Poker Night,5.9,90.0
마린보이,6.1,6.0
House of Bones,4.3,13.0
That Burning Feeling,5.7,9.0
太秦 ライム ライト,6.6,4.0
Lawrence & Holloman,0.0,0.0
The Hagstone Demon,3.4,4.0
O Lobo Atrás da Porta,6.8,33.0
めめめのくらげ,6.5,4.0
Гадкие лебеди,6.6,10.0
Москва,4.7,3.0
"A Man, a Woman and a Bank",6.3,4.0
Atlántida,0.0,0.0
Ciencias naturales,6.0,2.0
Leones,8.0,2.0
Los salvajes,5.0,1.0
Profit Motive and the Whispering Wind,5.0,1.0
El rostro,8.0,1.0
Balnearios,5.0,1.0
Paganini Horror,3.0,4.0
Hardbodies 2,4.1,9.0
Hardbodies,5.0,17.0
Hayat Var,6.6,8.0
Stitches,0.0,0.0
Tabutta Rövaşata,8.1,8.0
Yeraltı,6.8,8.0
Çoğunluk,6.2,10.0
Vavien,6.5,9.0
Sevmek Zamanı,8.2,6.0
Kadin Hamlet,5.0,2.0
Suçlular aramizda,0.0,0.0
Heder 514,7.0,1.0
The Humbling,5.3,39.0
Rengô kantai shirei chôkan: Yamamoto Isoroku,5.7,7.0
Tomboy,5.3,13.0
Reckless Kelly,4.3,6.0
It Takes Two,5.4,5.0
Regarding Susan Sontag,6.3,3.0
Terror at the Mall,8.0,1.0
Malibu Beach,4.3,5.0
Hamburger: The Motion Picture,5.1,11.0
Jocks,3.4,5.0
Last Resort,4.0,2.0
The Maker,5.1,5.0
14 Going on 30,5.0,4.0
Can of Worms,5.2,6.0
Babycakes,4.0,1.0
Willy/Milly,6.0,1.0
Little White Lie,5.3,4.0
Panna a netvor,7.8,20.0
Apartment Troubles,5.4,8.0
Lily & Kat,4.4,6.0
Loaded,4.0,3.0
Running Hot,6.5,2.0
Camp Cucamonga,4.7,9.0
My American Cousin,4.7,3.0
Quarterback Princess,5.3,4.0
Wimps,5.0,1.0
The Great American Girl Robbery,2.7,3.0
Casomai,6.0,9.0
Stud Life,5.0,1.0
Sherlock Holmes in New York,6.0,5.0
Garden of Love,3.8,5.0
Hepzibah - Sie holt dich im Schlaf,0.0,0.0
Shaun the Sheep Movie,6.9,456.0
Infinitely Polar Bear,6.9,135.0
Svolochi,6.1,17.0
3:15,6.0,2.0
Hot Times at Montclair High,6.0,1.0
Puberty Blues,5.4,10.0
Computer Beach Party,3.0,1.0
The Check Is in the Mail...,7.0,1.0
Summer Job,4.3,3.0
P.R.O.F.S,6.6,31.0
Poison Ivy,5.4,7.0
An Insignificant Harvey,6.3,2.0
The Big Steal,6.0,5.0
The Whoopee Boys,0.0,0.0
Preppies,0.0,0.0
Crash Course,5.0,1.0
The Beach Girls,5.2,7.0
Tell Me a Riddle,0.0,0.0
Goin' All the Way!,3.5,2.0
The Bermuda Triangle,6.2,6.0
Manuale d'amore 3,5.2,56.0
Last Knights,6.2,348.0
逆戰,5.6,23.0
Baciami Ancora,5.3,79.0
티끌모아 로맨스,7.3,12.0
Boobs: An American Obsession,0.0,0.0
The Jinx: The Life and Deaths of Robert Durst,8.6,85.0
Matt Shepard Is a Friend of Mine,8.2,15.0
Cavegirl,4.8,5.0
Streetwalkin',7.0,2.0
Screen Test,0.0,0.0
Batman vs. Robin,6.8,218.0
Liar's Moon,4.8,3.0
Libre et assoupi,6.9,73.0
Cheatin',8.2,10.0
Cannibal Girls,3.8,8.0
Dream Trap,0.0,0.0
High School U.S.A.,6.0,9.0
Virgin High,6.0,3.0
Hot Resort,3.0,2.0
O Que Há De Novo No Amor?,5.0,3.0
Seven Minutes in Heaven,6.6,9.0
Senior Week,3.0,2.0
Mr. Civil Rights: Thurgood Marshall and the NAACP,0.0,0.0
Malibu Hot Summer,2.7,3.0
Hot Splash,4.0,1.0
The Invisible Kid,5.6,7.0
Stewardess School,4.2,7.0
Pretty Smart,0.0,0.0
Malizia 2,5.0,2.0
Monster High,6.2,3.0
Woman in Gold,7.3,454.0
Sole Survivor,7.3,7.0
Белые ночи почтальона Алексея Тряпицына,7.4,7.0
Курочка Ряба,4.3,3.0
The Seat Filler,4.8,5.0
Crisis Hotline: Veterans Press 1,8.0,5.0
Done the Impossible,6.8,7.0
Echoes,4.2,20.0
Stadtgespräch,6.2,5.0
Männer,7.1,7.0
Iliza Shlesinger: Freezing Hot,6.9,18.0
Doug Benson: Doug Dynasty,1.0,1.0
Samba,6.4,393.0
Once Upon A Mattress,5.2,8.0
The Sound of Music Live!,5.9,17.0
Bill Bailey: Part Troll,7.4,10.0
Wajma,6.5,4.0
Rafferty and the Gold Dust Twins,8.0,1.0
Cut Bank,5.4,93.0
Les mauvaises têtes,8.0,1.0
Toutes les Filles sont Folles,5.5,1.0
7 Zwerge - Männer allein im Wald,5.2,70.0
Killing Jesus,4.0,4.0
The Mad Genius,6.7,3.0
Water's Edge,5.0,1.0
Outing Riley,4.8,4.0
Hollywood Hot Tubs,4.0,1.0
Hot Moves,5.0,4.0
Nightmare Weekend,1.5,4.0
Dance 'Til Dawn,5.5,6.0
Party Plane,0.0,0.0
Slaughter High,6.4,26.0
Old Enough,6.1,4.0
The Revenge of the Teenage Vixens from Outer Space,0.0,0.0
They're Playing with Fire,4.3,5.0
Beach Balls,4.0,4.0
Getting Lucky,7.0,3.0
Party Camp,3.0,1.0
Surf II,6.3,3.0
Summer Camp,2.5,2.0
Nobody's Perfect,7.3,3.0
Gorp,3.9,5.0
Dangerous Curves,4.3,2.0
Can It Be Love,2.0,1.0
The Road Within,6.7,110.0
Lovelines,0.0,0.0
Oddballs,3.5,3.0
Modern Girls,5.7,11.0
The Malibu Bikini Shop,4.6,5.0
Белка и Стрелка. Звёздные собаки,6.3,10.0
Body Waves,7.0,1.0
The First Turn-On!,4.2,6.0
Casotto,7.0,13.0
Let's Do It!,0.0,0.0
Gregory's Two Girls,5.3,7.0
Body Rock,2.2,3.0
